dataset,budget_per_class,noise_rate,noise_type,method,n_cells,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1
ag_news,8,0.1,symmetric,linear_svm_hinge,5,0.40499999999999997,0.02721442632134656,0.3664675083180012,0.03432196541429751
ag_news,8,0.1,symmetric,multinomial_nb,5,0.4385,0.02868361901852694,0.41213730336818505,0.035586036667182616
ag_news,8,0.1,symmetric,softmax_logreg,5,0.404,0.025925373671366818,0.3623054069466842,0.028658690441251796
ag_news,8,0.1,symmetric,trimmed_softmax_logreg,5,0.3805,0.030583900993823535,0.3100229865293703,0.0349552449754983
ag_news,8,0.2,class_conditional,linear_svm_hinge,5,0.41500000000000004,0.0483347700935879,0.3947192430869799,0.058763458334455496
ag_news,8,0.2,class_conditional,multinomial_nb,5,0.4365,0.04567822238222498,0.4243979198557545,0.054819728107323586
ag_news,8,0.2,class_conditional,softmax_logreg,5,0.40125,0.04503470883662957,0.37623531681010025,0.06273674995601827
ag_news,8,0.2,class_conditional,trimmed_softmax_logreg,5,0.37425,0.03569488758912121,0.30475639826220013,0.04699355333781989
ag_news,8,0.2,symmetric,linear_svm_hinge,5,0.3765,0.012634278768493273,0.33284556198430837,0.011696332322388214
ag_news,8,0.2,symmetric,multinomial_nb,5,0.39599999999999996,0.017073371078963877,0.3680089845106028,0.026287335049027364
ag_news,8,0.2,symmetric,softmax_logreg,5,0.368,0.03360245526743546,0.321345950046362,0.04568343970390255
ag_news,8,0.2,symmetric,trimmed_softmax_logreg,5,0.34049999999999997,0.03614726822320049,0.2615900106644126,0.055448898705914455
ag_news,8,0.3,class_conditional,linear_svm_hinge,5,0.37049999999999994,0.03336914742692716,0.3479473983683625,0.038604477743290504
ag_news,8,0.3,class_conditional,multinomial_nb,5,0.38425000000000004,0.037136572270472144,0.3641462664163241,0.03995953145063941
ag_news,8,0.3,class_conditional,softmax_logreg,5,0.34524999999999995,0.019467922333931784,0.30946384364784946,0.027951667559036292
ag_news,8,0.3,class_conditional,trimmed_softmax_logreg,5,0.3165,0.010764525070805492,0.2414326358845668,0.019914810076742596
ag_news,8,0.3,symmetric,linear_svm_hinge,5,0.34099999999999997,0.040499999999999994,0.2784603977228834,0.049732829366824285
